ID,Square_Feet,Bedrooms,Bathrooms,Location,Year_Built,Condition,Price
2551,2846,4.0,3,Suburban,1985,Good,586200.0
2552,3962,1.0,1,Urban,1993,New,1173600.0
2553,1940,5.0,1,Urban,1963,Old,286000.0
2554,1066,4.0,1,Urban,1966,Good,254500.0
2555,2645,1.0,2,Rural,2014,Good,407750.0
2556,2508,,3,Suburban,2003,New,636920.0
2557,4430,4.0,1,Suburban,1951,Good,859000.0
2558,4011,4.0,2,Rural,1966,New,714980.0
2559,3093,1.0,3,Rural,1972,Old,252370.0
2560,4532,5.0,3,Urban,1950,Average,898400.0
2561,4629,1.0,3,Urban,1961,New,1351700.0
2562,2310,1.0,1,Urban,1962,Old,300500.0
2563,1275,4.0,1,Urban,1961,Old,174250.0
2564,1776,3.0,1,Urban,2006,Average,373200.0
2565,2007,,3,Urban,1967,Good,490750.0
2566,2760,3.0,3,Urban,1964,New,814000.0
2567,1357,1.0,1,Suburban,1988,New,305680.0
2568,1682,4.0,1,Suburban,2022,Good,380400.0
2569,2994,,3,Urban,2018,Average,638800.0
2570,3467,2.0,3,Suburban,1982,New,826080.0
2571,2410,2.0,2,Suburban,1997,New,582400.0
2572,4288,2.0,2,Urban,1954,Good,1033000.0
2573,3254,5.0,1,Suburban,1957,Old,379480.0
2574,2746,4.0,3,Urban,1968,Average,549200.0
2575,3608,1.0,3,Urban,2001,Old,544200.0
2576,4625,,2,Suburban,1961,Old,513000.0
2577,4336,4.0,3,Urban,2021,Good,1137000.0
2578,4602,5.0,1,Urban,1957,New,1369600.0
2579,4977,4.0,2,Urban,2004,Good,1275250.0
2580,2770,5.0,3,Rural,1983,Old,274300.0
2581,4622,3.0,3,Suburban,2014,Good,960400.0
2582,3619,3.0,1,Suburban,1996,Average,587040.0
2583,1702,5.0,3,Suburban,1984,Old,230240.0
2584,1164,4.0,2,Suburban,1981,Old,147680.0
2585,3919,3.0,2,Urban,2000,Average,800800.0
2586,3358,4.0,3,Rural,1955,Good,490700.0
2587,2663,3.0,3,Suburban,1958,Good,512600.0
2588,915,4.0,3,Urban,1989,Good,249750.0
2589,3184,4.0,3,Suburban,1997,New,793160.0
2590,4735,2.0,2,Suburban,2021,Old,596200.0
2591,3290,5.0,1,Urban,1975,Average,665000.0
2592,1742,1.0,2,Urban,1986,Old,244300.0
2593,2524,5.0,3,Urban,2001,New,800200.0
2594,3134,4.0,3,Suburban,1961,Old,369080.0
2595,3567,4.0,2,Urban,1987,Average,727400.0
2596,1937,5.0,2,Urban,2017,Average,441400.0
2597,3327,4.0,3,Urban,1965,Old,496050.0
2598,4917,3.0,2,Suburban,2010,New,1207080.0
2599,4220,4.0,3,Rural,1973,Old,384800.0
2600,4706,5.0,2,Suburban,1966,New,1132440.0
2601,4437,5.0,3,Urban,1953,Good,1104250.0
2602,3753,5.0,2,Suburban,1999,Average,636480.0
2603,3167,2.0,3,Suburban,1952,Old,344040.0
2604,1076,2.0,1,Suburban,1957,Average,131160.0
2605,2799,2.0,1,Suburban,1961,Average,410840.0
2606,2027,2.0,2,Urban,1984,Old,305834.8658840313
2607,4552,2.0,1,Urban,2015,Good,1155000.0
2608,4535,2.0,3,Urban,2002,Average,921000.0
2609,1495,2.0,2,Rural,1982,Average,154674.97718347603
2610,2109,5.0,2,Suburban,1967,New,510160.0
2611,4952,1.0,3,Suburban,2007,New,1197480.0
2612,4034,2.0,3,Suburban,1994,Good,812800.0
2613,4914,5.0,3,Suburban,1964,Old,595680.0
2614,3111,1.0,2,Urban,1964,Average,583200.0
2615,3641,2.0,3,Urban,1994,Good,916250.0
2616,4359,,1,Rural,2017,Old,401310.0
2617,4198,,2,Rural,2018,New,770640.0
2618,1341,3.0,3,Suburban,2016,Average,252560.0
2619,3494,4.0,2,Suburban,2011,Average,597040.0
2620,1888,3.0,1,Urban,1993,Old,288200.0
2621,4163,1.0,1,Urban,1969,Good,1001750.0
2622,824,5.0,3,Urban,1988,Average,175608.62936233508
2623,2372,2.0,2,Suburban,1988,Average,374520.0
2624,3758,,3,Suburban,1950,New,883920.0
2625,2567,2.0,2,Suburban,2016,Good,536400.0
2626,3035,5.0,3,Urban,1996,New,948500.0
2627,1000,4.0,3,Urban,2022,Old,204000.0
2628,3998,3.0,2,Rural,2003,Old,379820.0
2629,1056,1.0,2,Urban,1969,Good,230000.0
2630,4547,5.0,1,Suburban,1958,New,1081280.0
2631,3041,1.0,1,Suburban,1977,Old,333920.0
2632,3975,1.0,2,Suburban,2013,Good,805000.0
2633,4406,2.0,1,Rural,1984,Old,382540.0
2634,4136,5.0,1,Urban,1989,Average,848200.0
2635,1213,1.0,2,Suburban,1951,Average,142080.0
2636,2814,3.0,2,Urban,1952,Good,672500.0
2637,2181,4.0,2,Urban,1963,Old,317150.0
2638,1898,5.0,3,Urban,2017,Good,533500.0
2639,4226,2.0,2,Urban,1996,Good,1059500.0
2640,4455,5.0,2,Rural,2003,Good,708250.0
2641,1709,2.0,2,Suburban,2007,Average,287440.0
2642,987,,1,Urban,2011,Good,279750.0
2643,4844,3.0,2,Urban,2000,Average,985800.0
2644,4556,,1,Urban,1997,Average,909342.4214099895
2645,2815,5.0,3,Suburban,1976,Old,355800.0
2646,2892,2.0,2,Suburban,2004,Good,589241.3156957303
2647,4444,4.0,2,Suburban,1998,Old,558280.0
2648,2930,1.0,1,Urban,1973,Average,551000.0
2649,1157,4.0,3,Urban,1959,Good,280250.0
2650,3222,3.0,2,Urban,1956,Average,617400.0
2651,2297,1.0,3,Suburban,1966,Good,427400.0
2652,2958,1.0,3,Urban,1971,Good,712500.0
2653,3355,1.0,2,Urban,2008,New,1011500.0
2654,3142,2.0,3,Urban,1993,Old,476300.0
2655,3751,1.0,3,Suburban,1960,New,862240.0
2656,2038,4.0,2,Urban,1991,Good,527500.0
2657,1773,2.0,1,Suburban,1972,New,402670.7026561866
2658,4765,1.0,2,Suburban,2009,Average,768400.0
2659,1850,4.0,3,Suburban,2011,Good,413000.0
2660,4501,4.0,2,Urban,2003,Good,1155250.0
2661,3580,5.0,1,Urban,1962,Good,889000.0
2662,2388,4.0,3,Suburban,2017,New,622120.0
2663,4678,3.0,3,Urban,1976,Old,699700.0
2664,3168,1.0,1,Urban,1989,Old,456200.0
2665,1236,1.0,1,Urban,1959,Old,136400.0
2666,3628,1.0,3,Urban,1964,New,1054400.0
2667,2356,4.0,1,Urban,1994,Average,487200.0
2668,4658,4.0,2,Suburban,2002,New,1146920.0
2669,2104,1.0,1,Urban,1956,Old,263600.0
2670,3184,2.0,2,Urban,1979,New,941200.0
2671,982,,3,Urban,1979,Average,187400.0
2672,2389,3.0,3,Suburban,1976,Good,475800.0
2673,2387,5.0,3,Suburban,1998,Good,517400.0
2674,1459,3.0,3,Urban,2006,Old,246850.0
2675,959,1.0,3,Suburban,2013,Old,126218.31374713423
2676,4753,1.0,1,Urban,2012,Average,954600.0
2677,1811,,1,Suburban,1997,New,423640.0
2678,852,5.0,3,Suburban,1990,Average,168320.0
2679,3107,4.0,1,Suburban,1979,Average,498120.0
2680,2028,5.0,1,Suburban,1952,Good,369683.30161445594
2681,1835,3.0,3,Urban,1986,New,558500.0
2682,4502,4.0,1,Suburban,1979,Good,901400.0
2683,4845,4.0,3,Urban,2003,Good,1246250.0
2684,2064,3.0,3,Rural,1956,Average,225680.0
2685,2684,4.0,3,Urban,1957,Good,660000.0
2686,2609,2.0,3,Urban,2012,Old,415350.0
2687,3967,3.0,1,Urban,2012,Old,619050.0
2688,4597,3.0,1,Urban,2013,Good,1174250.0
2689,3141,2.0,2,Suburban,1979,Good,614200.0
2690,4214,5.0,2,Urban,1959,New,1260200.0
2691,1617,5.0,3,Urban,2018,Old,302550.0
2692,3237,5.0,2,Urban,1998,New,1006100.0
2693,1688,4.0,1,Suburban,1988,Good,347600.0
2694,1467,2.0,1,Urban,1983,Old,205050.0
2695,3424,3.0,2,Urban,1959,Average,660800.0
2696,1618,3.0,2,Suburban,1958,Average,233880.0
2697,2988,3.0,1,Urban,2009,Good,768000.0
2698,1906,4.0,2,Urban,1954,New,552800.0
2699,3024,4.0,1,Suburban,1984,Average,489840.0
2700,997,5.0,1,Urban,1960,Average,191400.0
2701,3471,4.0,2,Urban,1991,Old,538650.0
2702,4292,5.0,2,Suburban,1969,New,1036080.0
2703,3248,5.0,3,Urban,2000,New,1016400.0
2704,1270,3.0,3,Urban,1950,Average,230919.25836213765
2705,2748,4.0,3,Suburban,1960,Good,541600.0
2706,4699,,3,Rural,2010,Average,615880.0
2707,2810,2.0,3,Suburban,1988,New,674400.0
2708,4600,2.0,1,Urban,1997,Old,689000.0
2709,4918,4.0,2,Urban,1977,New,1479400.0
2710,4596,3.0,1,Suburban,1985,Old,582033.2957314495
2711,4788,3.0,3,Urban,2019,Old,759200.0
2712,1034,5.0,3,Urban,2011,Old,208100.0
2713,1728,4.0,2,Suburban,2019,New,460720.0
2714,4407,2.0,1,Urban,1959,New,1283100.0
2715,1322,5.0,3,Urban,1954,Good,326500.0
2716,4323,5.0,3,Urban,1977,Average,967785.5883345442
2717,2429,1.0,3,Suburban,2008,New,592960.0
2718,2116,4.0,3,Urban,1958,Old,307400.0
2719,3657,5.0,1,Urban,1988,New,1117100.0
2720,1924,2.0,1,Urban,2011,New,590200.0
2721,3387,1.0,3,Suburban,1987,Average,530920.0
2722,1823,2.0,1,Suburban,1973,New,412520.0
2723,2178,3.0,3,Urban,2013,Old,361700.0
2724,4174,1.0,2,Suburban,1992,Average,656840.0
2725,2319,,2,Urban,1965,Good,570148.9093328924
2726,1026,5.0,2,Urban,2015,Old,205900.0
2727,1691,3.0,1,Suburban,2015,Old,229920.0
2728,4872,5.0,3,Suburban,2018,New,1229280.0
2729,3057,4.0,2,Urban,1995,Good,786250.0
2730,3588,2.0,2,Suburban,1970,Average,551080.0
2731,1196,2.0,1,Urban,2009,Good,310000.0
2732,2878,5.0,1,Rural,1959,New,458249.844945993
2733,4037,2.0,2,Suburban,1967,Good,781400.0
2734,4693,2.0,3,Rural,1990,Old,424370.0
2735,2805,4.0,3,Urban,1985,Old,437750.0
2736,2816,3.0,3,Urban,2015,Good,741000.0
2737,3971,1.0,2,Suburban,1995,Good,786200.0
2738,3468,5.0,1,Suburban,1972,Old,435770.97760120564
2739,2678,5.0,3,Suburban,1988,Good,565600.0
2740,1996,4.0,2,Urban,1953,Old,279400.0
2741,2572,4.0,2,Suburban,1990,Good,531400.0
2742,961,1.0,1,Suburban,1952,Average,97760.0
2743,4776,3.0,3,Suburban,2002,Average,788160.0
2744,2551,5.0,2,Urban,1985,New,787300.0
2745,1575,4.0,3,Suburban,1998,Old,219000.0
2746,1739,5.0,3,Suburban,1976,Average,296240.0
2747,4020,2.0,3,Urban,2002,Old,649855.1633133739
2748,1339,5.0,2,Rural,1998,Average,195680.0
2749,2261,3.0,3,Urban,1950,New,650300.0
2750,1155,3.0,1,Suburban,1995,Old,145600.0
2751,4404,5.0,2,Suburban,2011,Average,809185.9594521713
2752,4123,2.0,2,Urban,2015,Old,640450.0
2753,1034,3.0,3,Suburban,1971,New,241160.0
2754,2348,4.0,3,Suburban,1988,New,583520.0
2755,2896,5.0,3,Suburban,1993,Average,498360.0
2756,2901,2.0,2,Urban,1951,Good,683250.0
2757,2473,4.0,1,Urban,2008,New,771900.0
2758,2900,5.0,1,Suburban,1977,Good,589000.0
2759,4457,2.0,2,Urban,2016,New,1360100.0
2760,4396,4.0,1,Urban,1963,Average,864200.0
2761,4548,3.0,3,Urban,1965,Good,1124000.0
2762,3973,5.0,2,Urban,2000,Old,632950.0
2763,2615,5.0,1,Suburban,1977,New,636600.0
2764,4641,3.0,2,Suburban,2002,Average,761560.0
2765,2805,1.0,1,Suburban,2001,Old,329600.0
2766,1474,4.0,2,Suburban,1974,Good,295800.0
2767,1186,3.0,1,Suburban,2006,Average,207760.0
2768,2958,5.0,2,Urban,1958,Old,438700.0
2769,3461,4.0,2,Suburban,1960,Average,540760.0
2770,2864,4.0,2,Urban,1994,Good,737000.0
2771,4651,1.0,2,Suburban,1951,Old,506120.0
2772,4053,5.0,2,Urban,2003,New,1255900.0
2773,1539,2.0,3,Urban,1983,New,456700.0
2774,2201,1.0,2,Urban,1991,Average,428200.0
2775,4059,1.0,2,Urban,2018,New,1232700.0
2776,3077,2.0,2,Urban,1960,Good,736250.0
2777,4704,2.0,1,Urban,1978,Good,1156000.0
2778,4723,1.0,2,Urban,1954,Old,659450.0
2779,4027,4.0,3,Urban,1969,Old,605050.0
2780,3631,3.0,2,Urban,1988,Old,549650.0
2781,4558,3.0,1,Urban,1981,Average,904600.0
2782,3312,1.0,1,Suburban,1978,Average,499920.0
2783,2951,4.0,2,Suburban,2015,Good,632200.0
2784,4475,2.0,2,Rural,1950,Good,645549.9727564468
2785,3545,1.0,2,Suburban,1950,Average,514200.0
2786,4666,5.0,2,Suburban,1953,Old,549920.0
2787,4564,4.0,1,Suburban,1964,Average,716240.0
2788,3022,5.0,2,Urban,1996,Old,486300.0
2789,3592,5.0,1,Suburban,1979,Good,729400.0
2790,2497,1.0,1,Urban,1955,Old,321550.0
2791,4262,4.0,3,Suburban,1950,Average,663920.0
2792,4863,5.0,1,Suburban,2020,New,1219120.0
2793,2324,4.0,2,Suburban,2011,Good,502800.0
2794,832,3.0,2,Urban,2013,Good,238000.0
2795,4825,5.0,2,Rural,1954,Average,570000.0
2796,3366,5.0,2,Rural,2003,Average,443920.0
2797,3603,4.0,3,Urban,1998,Good,930750.0
2798,4696,3.0,3,Suburban,1956,Average,729360.0
2799,4509,5.0,3,Urban,1952,Old,670350.0
2800,1519,1.0,3,Urban,2010,Old,239850.0
2801,1772,4.0,1,Urban,1990,Old,277800.0
2802,4518,4.0,3,Suburban,1970,New,1086320.0
2803,3007,5.0,1,Urban,1981,Average,614400.0
2804,3830,3.0,2,Urban,1961,Old,552500.0
2805,4375,5.0,1,Urban,1956,Good,1081750.0
2806,3916,2.0,1,Urban,2000,Old,589400.0
2807,4085,5.0,3,Urban,1994,Old,648750.0
2808,1443,2.0,2,Urban,2014,Average,309600.0
2809,994,1.0,2,Urban,2009,Good,254500.0
2810,4796,,3,Urban,1994,New,1464800.0
2811,1288,4.0,1,Urban,1983,Good,327000.0
2812,3004,,3,Suburban,1960,Old,342480.0
2813,3457,5.0,1,Rural,1982,New,636260.0
2814,4076,1.0,3,Urban,1957,New,1181800.0
2815,1902,2.0,3,Urban,1994,New,576600.0
2816,2041,3.0,2,Rural,2021,New,405380.0
2817,1315,1.0,2,Suburban,1983,New,268550.6641951095
2818,1192,1.0,2,Suburban,1994,Average,181720.0
2819,1430,2.0,3,Urban,2014,Old,240500.0
2820,4516,2.0,2,Urban,2022,New,1383800.0
2821,2647,4.0,2,Suburban,2001,Old,324755.34395834693
2822,3455,5.0,3,Suburban,1959,Average,553800.0
2823,1779,3.0,2,Urban,1992,Average,364800.0
2824,4202,5.0,1,Urban,2019,Average,891400.0
2825,4671,3.0,2,Suburban,1960,Good,911200.0
2826,1077,1.0,1,Urban,1985,Good,246250.0
2827,1032,,2,Suburban,1967,New,221680.0
2828,2352,2.0,3,Urban,2012,Average,494400.0
2829,4070,1.0,3,Urban,1954,Good,973500.0
2830,3209,1.0,2,Urban,1980,Average,618800.0
2831,4312,3.0,1,Suburban,1965,Good,839400.0
2832,825,1.0,2,Urban,2015,Average,192109.38516809925
2833,1260,3.0,3,Urban,1958,Good,295000.0
2834,4564,5.0,2,Urban,1951,Old,672600.0
2835,4231,2.0,3,Rural,1986,New,759580.0
2836,4283,2.0,1,Rural,2008,New,780940.0
2837,2794,2.0,1,Suburban,2007,Old,344280.0
2838,1290,5.0,3,Rural,1957,New,231200.0
2839,1872,5.0,1,Urban,2001,Average,407400.0
2840,3973,,3,Rural,2022,New,769140.0
2841,1015,3.0,3,Urban,2018,New,344500.0
2842,2523,3.0,3,Urban,2001,Good,653750.0
2843,2392,4.0,2,Urban,1983,Good,608000.0
2844,3406,2.0,1,Rural,1997,Old,305540.0
2845,958,3.0,2,Suburban,1973,Good,181600.0
2846,4113,3.0,2,Suburban,1962,Old,472560.0
2847,3641,2.0,1,Rural,1999,New,656380.0
2848,2576,1.0,2,Suburban,2014,Good,526200.0
2849,2852,1.0,3,Suburban,2020,Good,592400.0
2850,3095,4.0,2,Urban,1953,New,908500.0
2851,2496,5.0,3,Suburban,2013,Good,554200.0
2852,3793,3.0,1,Rural,1988,Average,455160.0
2853,3269,3.0,2,Rural,2012,Good,519350.0
2854,2746,4.0,1,Urban,2007,Average,578200.0
2855,4609,4.0,3,Urban,1965,Old,688350.0
2856,3583,3.0,2,Urban,2011,Good,923750.0
2857,4444,2.0,3,Urban,1959,Good,1082000.0
2858,3300,2.0,3,Urban,2011,Average,683000.0
2859,4445,5.0,3,Suburban,1982,New,986170.3638753879
2860,3445,3.0,1,Suburban,2020,Old,445400.0
2861,3149,3.0,1,Rural,1991,Old,286410.0
2862,2732,3.0,1,Urban,1993,Average,551400.0
2863,4094,3.0,2,Urban,1995,New,1240200.0
2864,2557,4.0,3,Urban,2022,Good,693250.0
2865,1916,1.0,1,Urban,1980,New,546800.0
2866,3367,3.0,3,Urban,1954,New,986100.0
2867,4299,1.0,1,Urban,1967,Average,818800.0
2868,1292,2.0,3,Rural,1955,New,199560.0
2869,4106,5.0,1,Urban,1999,New,1262800.0
2870,1419,2.0,1,Suburban,1977,Average,206040.0
2871,4032,3.0,1,Suburban,1973,New,952680.0
2872,4623,2.0,1,Suburban,2018,New,1129520.0
2873,3180,4.0,3,Suburban,1977,Old,390600.0
2874,2346,1.0,1,Suburban,2007,Average,374360.0
2875,4363,3.0,1,Suburban,2016,Average,726080.0
2876,2405,4.0,1,Suburban,1967,Average,373800.0
2877,4552,1.0,3,Urban,1953,New,1320600.0
2878,2690,4.0,1,Urban,1998,Old,423500.0
2879,2075,2.0,3,Suburban,1981,Old,242000.0
2880,3543,3.0,2,Urban,2015,Good,917750.0
2881,3293,2.0,3,Suburban,2007,Average,545880.0
2882,1156,5.0,2,Suburban,1960,Old,135720.0
2883,1669,3.0,1,Urban,2014,Old,276350.0
2884,1685,2.0,1,Suburban,1966,Old,170200.0
2885,2801,3.0,3,Suburban,2015,Average,485160.0
2886,2083,1.0,1,Suburban,1953,New,444920.0
2887,1419,3.0,1,Suburban,1981,Good,276800.0
2888,1682,3.0,3,Suburban,2020,Good,378400.0
2889,1596,1.0,1,Suburban,1978,New,339746.1062384517
2890,4442,2.0,2,Suburban,2010,Average,727720.0
2891,4225,3.0,2,Urban,2009,Old,659750.0
2892,2096,4.0,1,Urban,2022,New,672800.0
2893,1044,3.0,1,Urban,2007,Good,280000.0
2894,3695,2.0,2,Urban,2002,Average,748000.0
2895,1729,1.0,1,Urban,1954,Old,205350.0
2896,1319,2.0,2,Rural,2010,Good,214850.0
2897,4012,5.0,3,Suburban,1970,Good,814400.0
2898,3209,3.0,2,Suburban,2007,Good,665800.0
2899,807,3.0,1,Suburban,1963,Old,71840.0
2900,3325,1.0,1,Urban,2003,Good,826250.0
2901,4223,3.0,2,Urban,1990,Average,851600.0
2902,2819,4.0,2,Rural,1965,Average,330280.0
2903,4467,4.0,1,Urban,2000,Old,692050.0
2904,4471,2.0,1,Suburban,1950,Average,667360.0
2905,3601,1.0,1,Urban,1989,New,1061300.0
2906,885,5.0,3,Urban,1967,Average,186000.0
2907,3915,2.0,3,Urban,1983,Good,973750.0
2908,3268,1.0,2,Suburban,2010,Good,660600.0
2909,4419,1.0,2,Suburban,1970,Average,674040.0
2910,2436,2.0,3,Suburban,1950,Average,351760.0
2911,4383,2.0,3,Suburban,1976,Old,513960.0
2912,4809,3.0,2,Rural,2000,Old,449810.0
2913,4126,5.0,3,Suburban,1960,New,992240.0
2914,3018,4.0,2,Suburban,1963,Average,472880.0
2915,3017,3.0,1,Urban,2004,New,921100.0
2916,3169,1.0,2,Suburban,1976,Average,480040.0
2917,4438,5.0,3,Suburban,1971,New,1030833.9044858069
2918,3303,5.0,3,Urban,1970,Average,672600.0
2919,1743,2.0,3,Urban,1973,Average,333600.0
2920,3637,5.0,2,Urban,1968,Average,732400.0
2921,3460,5.0,3,Urban,1973,New,1053000.0
2922,3736,1.0,2,Suburban,1975,Good,719200.0
2923,4747,3.0,1,Suburban,1974,Old,555640.0
2924,2476,5.0,1,Rural,1994,Old,248840.0
2925,1996,2.0,3,Suburban,1978,New,469040.0
2926,4905,3.0,2,Suburban,1960,Average,761800.0
2927,3587,2.0,2,Urban,1973,Good,876750.0
2928,2261,5.0,3,Suburban,1973,New,569462.1496498473
2929,4118,3.0,2,Suburban,1961,New,966320.0
2930,1466,5.0,3,Suburban,1956,Old,173920.0
2931,2976,1.0,3,Suburban,1989,Old,348120.0
2932,4543,3.0,1,Suburban,2019,Good,939600.0
2933,1400,2.0,3,Urban,1972,Average,272160.47422267444
2934,3452,1.0,2,Suburban,2020,Good,707400.0
2935,4624,4.0,3,Suburban,1987,Old,573880.0
2936,4706,2.0,1,Suburban,1980,Average,734960.0
2937,1779,5.0,1,Urban,1978,Good,454750.0
2938,3251,2.0,2,Urban,1993,New,975300.0
2939,1428,4.0,3,Urban,1977,New,437400.0
2940,2429,2.0,2,Suburban,2017,New,606960.0
2941,4496,1.0,2,Urban,1970,Average,883114.2736950594
2942,4230,2.0,3,Suburban,1958,Average,646800.0
2943,4474,3.0,1,Urban,1998,Old,681100.0
2944,4729,4.0,2,Urban,1986,Good,1195250.0
2945,3565,2.0,2,Suburban,1970,Average,547400.0
2946,915,,1,Suburban,2009,Average,177400.0
2947,2803,1.0,3,Suburban,1972,Good,534600.0
2948,1492,3.0,3,Urban,1959,Old,204800.0
2949,3962,5.0,3,Urban,2019,Average,853400.0
2950,1905,2.0,1,Urban,1970,Good,448250.0
2951,3808,1.0,2,Urban,1978,Average,736600.0
2952,2961,4.0,1,Suburban,2008,Average,503760.0
2953,953,4.0,2,Urban,1989,Old,158950.0
2954,4499,1.0,2,Rural,1970,New,776820.0
2955,4586,2.0,3,Suburban,2012,Average,757760.0
2956,1864,5.0,3,Suburban,1995,Old,260680.0
2957,2713,2.0,3,Rural,1954,Good,372950.0
2958,2016,3.0,1,Urban,1964,Good,480000.0
2959,3201,2.0,3,Urban,1989,New,961300.0
2960,2572,3.0,1,Suburban,1953,Good,479400.0
2961,2760,4.0,3,Urban,1973,New,833000.0
2962,3580,3.0,3,Rural,1991,Average,442600.0
2963,3671,5.0,3,Rural,1975,New,677780.0
2964,1460,1.0,1,Rural,2015,Average,182200.0
2965,3435,3.0,2,Rural,1957,Good,489250.0
2966,3129,,1,Suburban,2022,New,774960.0
2967,4754,,1,Suburban,2015,Old,597480.0
2968,3250,4.0,1,Urban,1969,Good,803500.0
2969,1932,3.0,2,Suburban,2015,Good,418400.0
2970,1499,5.0,1,Urban,2017,Good,423750.0
2971,2838,3.0,3,Suburban,2004,Good,593600.0
2972,2979,5.0,2,Rural,1988,Good,513369.08586045477
2973,3638,2.0,1,Urban,1999,Old,546700.0
2974,1673,4.0,1,Urban,1969,Old,241950.0
2975,883,1.0,2,Urban,2019,Old,148450.0
2976,2222,2.0,1,Suburban,1977,New,512280.0
2977,3475,2.0,2,Suburban,1992,Good,694000.0
2978,3980,1.0,3,Suburban,2015,New,972200.0
2979,4775,3.0,1,Suburban,1977,New,1135000.0
2980,2191,3.0,1,Urban,2022,New,691300.0
2981,4018,3.0,3,Suburban,1972,Good,797600.0
2982,1414,4.0,1,Suburban,1984,Good,288800.0
2983,3771,2.0,1,Urban,1971,New,1104300.0
2984,4365,5.0,2,Urban,1954,Good,1082250.0
2985,4376,1.0,1,Suburban,2009,New,1051240.0
2986,1070,2.0,3,Rural,1990,Good,161454.06342536784
2987,4866,3.0,1,Suburban,1978,Good,963200.0
2988,3268,1.0,2,Rural,1984,New,569240.0
2989,2190,5.0,3,Urban,2017,Old,387500.0
2990,4154,,3,Rural,1994,Good,629100.0
2991,4935,2.0,3,Urban,1958,New,1450500.0
2992,4407,4.0,3,Suburban,2000,New,1089680.0
2993,3383,2.0,2,Urban,1963,Good,815750.0
2994,4873,2.0,2,Suburban,2018,Good,999600.0
2995,3875,5.0,2,Urban,2005,New,1204500.0
2996,4706,,2,Urban,1960,New,1408800.0
2997,1089,1.0,1,Urban,1979,New,297700.0
2998,3280,3.0,2,Urban,1988,Average,661000.0
2999,4052,5.0,1,Urban,1973,Good,1018000.0
3000,1078,1.0,3,Suburban,2007,Average,181480.0
3001,3724,2.0,1,Urban,1979,New,1098200.0
3002,1380,1.0,1,Urban,1973,Average,241000.0
3003,1053,1.0,1,Urban,2016,Old,165950.0
3004,1624,1.0,2,Urban,1978,New,462200.0
3005,4632,1.0,2,Suburban,1991,Old,543840.0
3006,1499,5.0,3,Suburban,2011,Average,292840.0
3007,2180,3.0,2,Urban,1976,Old,320000.0
3008,4696,1.0,1,Urban,1978,Average,909200.0
3009,2473,4.0,2,Suburban,2015,Good,536600.0
3010,3527,2.0,2,Suburban,2006,Good,718400.0
3011,3956,2.0,1,Urban,2010,Average,803200.0
3012,4188,2.0,3,Urban,1978,New,1246400.0
3013,1183,2.0,2,Urban,2006,Good,308750.0
3014,1141,2.0,3,Urban,2022,Average,262200.0
3015,2787,1.0,1,Urban,2004,New,832100.0
3016,4859,3.0,2,Urban,1993,Good,1224750.0
3017,3909,4.0,3,Urban,1977,Average,790800.0
3018,4882,5.0,3,Suburban,1986,New,1199680.0
3019,3598,4.0,1,Rural,1972,New,641640.0
3020,4040,5.0,2,Suburban,2018,Average,701400.0
3021,2788,5.0,3,Suburban,2007,Old,383560.0
3022,4214,4.0,3,Urban,1981,Old,645100.0
3023,2649,1.0,3,Urban,2018,Old,417350.0
3024,1105,2.0,3,Urban,1985,Old,162750.0
3025,4413,1.0,3,Suburban,1981,New,1042120.0
3026,3549,2.0,3,Suburban,2008,Old,445880.0
3027,1935,3.0,3,Suburban,2009,Average,340600.0
3028,1005,5.0,3,Urban,1976,New,319500.0
3029,4250,4.0,3,Urban,1973,Old,632158.0952369708
3030,4611,3.0,3,Suburban,2016,Average,775760.0
3031,4422,2.0,2,Suburban,1985,Good,876400.0
3032,4399,1.0,1,Urban,1963,New,1274700.0
3033,3351,4.0,1,Suburban,2017,Average,575160.0
3034,1109,5.0,1,Urban,1993,Old,191350.0
3035,3508,3.0,3,Suburban,1997,Average,529924.1573352992
3036,2791,5.0,1,Urban,1981,New,850300.0
3037,1071,2.0,3,Suburban,1966,Good,192200.0
3038,4442,5.0,2,Suburban,2006,Old,576040.0
3039,4886,1.0,1,Rural,1988,Average,566320.0
3040,2622,3.0,2,Rural,1981,Good,378369.5427864656
3041,4073,3.0,2,Suburban,2017,New,1011520.0
3042,1320,1.0,3,Urban,1951,Old,151000.0
3043,1776,5.0,1,Urban,1991,Good,467000.0
3044,4522,1.0,2,Urban,1987,New,1340600.0
3045,4351,4.0,1,Urban,2004,Old,678650.0
3046,4905,1.0,2,Urban,2004,Average,982000.0
3047,3573,5.0,2,Suburban,1983,Good,734600.0
3048,3352,1.0,3,Urban,1995,New,1002600.0
3049,3632,2.0,1,Urban,1992,Average,720400.0
3050,4707,1.0,3,Suburban,1951,Old,517840.0
3051,952,1.0,3,Suburban,1985,Good,177400.0
3052,3764,5.0,3,Suburban,2019,New,964360.0
3053,3716,,3,Suburban,1985,Good,760200.0
3054,3600,4.0,3,Urban,1971,Average,723000.0
3055,2552,5.0,2,Urban,2018,Average,565400.0
3056,3410,5.0,1,Suburban,1987,New,837400.0
3057,4675,5.0,1,Urban,2003,Good,1203750.0
3058,1904,2.0,3,Suburban,1971,Good,363800.0
3059,3336,3.0,1,Urban,1980,Average,659200.0
3060,4999,1.0,2,Rural,2002,Good,748850.0
3061,4654,5.0,3,Suburban,2008,Good,980800.0
